token,centrality,length,label
STR PRCNT DQUT AND INT EQ CONCAT CHAR INT PLUS CHAR INT PLUS CHAR INT PLUS CHAR INT PLUS CHAR INT CMMA SELECT CASE WHEN INT EQ INT THEN CHAR INT ELSE CHAR INT END CMMA CHAR INT PLUS CHAR INT PLUS CHAR INT PLUS CHAR INT PLUS CHAR INT AND DQUT PRCNT DQUT EQ DQUT,0.07272727272727272 0.09090909090909091 0.10909090909090909 0.12727272727272726 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.12727272727272726 0.10909090909090909 0.09090909090909091 0.07272727272727272,338,threat
STR RPRN RPRN AND INT EQ CONCAT CHAR INT PLUS CHAR INT PLUS CHAR INT PLUS CHAR INT PLUS CHAR INT CMMA SELECT CASE WHEN INT EQ INT THEN CHAR INT ELSE CHAR INT END CMMA CHAR INT PLUS CHAR INT PLUS CHAR INT PLUS CHAR INT PLUS CHAR INT AND LPRN LPRN INT EQ INT,0.07272727272727272 0.09090909090909091 0.10909090909090909 0.12727272727272726 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.14545454545454545 0.12727272727272726 0.10909090909090909 0.09090909090909091 0.07272727272727272,340,threat
STR RPRN RPRN RPRN AND INT EQ CONCAT CHAR INT PLUS CHAR INT PLUS CHAR INT PLUS CHAR INT PLUS CHAR INT CMMA SELECT CASE WHEN INT EQ INT THEN CHAR INT ELSE CHAR INT END CMMA CHAR INT PLUS CHAR INT PLUS CHAR INT PLUS CHAR INT PLUS CHAR INT AND LPRN LPRN LPRN INT EQ INT,0.07017543859649122 0.08771929824561403 0.10526315789473684 0.12280701754385964 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.14035087719298245 0.12280701754385964 0.10526315789473684 0.08771929824561403 0.07017543859649122,346,threat
STR AND INT EQ CONCAT CHAR INT PLUS CHAR INT PLUS CHAR INT PLUS CHAR INT PLUS CHAR INT CMMA SELECT CASE WHEN INT EQ INT THEN CHAR INT ELSE CHAR INT END CMMA CHAR INT PLUS CHAR INT PLUS CHAR INT PLUS CHAR INT PLUS CHAR INT,0.0851063829787234 0.10638297872340426 0.1276595744680851 0.14893617021276595 0.1702127659574468 0.1702127659574468 0.1702127659574468 0.1702127659574468 0.1702127659574468 0.1702127659574468 0.1702127659574468 0.1702127659574468 0.1702127659574468 0.1702127659574468 0.1702127659574468 0.1702127659574468 0.1702127659574468 0.1702127659574468 0.1702127659574468 0.1702127659574468 0.1702127659574468 0.1702127659574468 0.1702127659574468 0.1702127659574468 0.1702127659574468 0.1702127659574468 0.1702127659574468 0.1702127659574468 0.1702127659574468 0.1702127659574468 0.1702127659574468 0.1702127659574468 0.1702127659574468 0.1702127659574468 0.1702127659574468 0.1702127659574468 0.1702127659574468 0.1702127659574468 0.1702127659574468 0.1702127659574468 0.1702127659574468 0.1702127659574468 0.1702127659574468 0.1702127659574468 0.14893617021276595 0.1276595744680851 0.10638297872340426 0.0851063829787234,308,threat
STR SQUT AND INT EQ SELECT STR STR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR SELECT CASE WHEN INT EQ INT THEN INT ELSE INT END FROM DUAL OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT FROM DUAL DSCMT STR,0.06349206349206349 0.07936507936507936 0.09523809523809523 0.1111111111111111 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.12698412698412698 0.1111111111111111 0.09523809523809523 0.07936507936507936 0.06349206349206349,424,threat
STR SQUT RPRN RPRN AND INT EQ SELECT STR STR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR SELECT CASE WHEN INT EQ INT THEN INT ELSE INT END FROM DUAL OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT FROM DUAL AND LPRN LPRN SQUT STR SQUT EQ SQUT STR,0.05555555555555555 0.06944444444444445 0.08333333333333333 0.09722222222222221 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.09722222222222221 0.08333333333333333 0.06944444444444445 0.05555555555555555,456,threat
STR SQUT RPRN RPRN RPRN AND INT EQ SELECT STR STR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR SELECT CASE WHEN INT EQ INT THEN INT ELSE INT END FROM DUAL OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT FROM DUAL AND LPRN LPRN LPRN SQUT STR SQUT EQ SQUT STR,0.05405405405405406 0.06756756756756757 0.08108108108108109 0.0945945945945946 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.10810810810810811 0.0945945945945946 0.08108108108108109 0.06756756756756757 0.05405405405405406,462,threat
STR SQUT RPRN RPRN AND INT EQ SELECT STR STR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR SELECT CASE WHEN INT EQ INT THEN INT ELSE INT END FROM DUAL OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT FROM DUAL AND LPRN LPRN SQUT STR SQUT LIKE SQUT STR,0.05555555555555555 0.06944444444444445 0.08333333333333333 0.09722222222222221 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.09722222222222221 0.08333333333333333 0.06944444444444445 0.05555555555555555,463,threat
STR SQUT AND INT EQ SELECT STR STR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR SELECT CASE WHEN INT EQ INT THEN INT ELSE INT END FROM DUAL OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT FROM DUAL AND SQUT STR SQUT LIKE SQUT STR,0.058823529411764705 0.07352941176470588 0.08823529411764705 0.10294117647058823 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.11764705882352941 0.10294117647058823 0.08823529411764705 0.07352941176470588 0.058823529411764705,451,threat
STR DQUT RPRN RPRN AND INT EQ SELECT STR STR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR SELECT CASE WHEN INT EQ INT THEN INT ELSE INT END FROM DUAL OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT FROM DUAL AND LPRN LPRN DQUT STR DQUT EQ DQUT STR,0.05555555555555555 0.06944444444444445 0.08333333333333333 0.09722222222222221 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.09722222222222221 0.08333333333333333 0.06944444444444445 0.05555555555555555,456,threat
STR DQUT RPRN AND INT EQ SELECT STR STR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR SELECT CASE WHEN INT EQ INT THEN INT ELSE INT END FROM DUAL OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT FROM DUAL AND LPRN DQUT STR DQUT LIKE DQUT STR,0.05714285714285714 0.07142857142857142 0.08571428571428572 0.09999999999999999 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.09999999999999999 0.08571428571428572 0.07142857142857142 0.05714285714285714,457,threat
STR PRCNT SQUT RPRN AND INT EQ SELECT STR STR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR SELECT CASE WHEN INT EQ INT THEN INT ELSE INT END FROM DUAL OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT OR CHR INT FROM DUAL AND LPRN SQUT PRCNT SQUT EQ SQUT,0.05714285714285714 0.07142857142857142 0.08571428571428572 0.09999999999999999 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.11428571428571428 0.09999999999999999 0.08571428571428572 0.07142857142857142 0.05714285714285714,448,threat
